1,2930.15,27376.65,4693.74,2928.836602
2,1563.13,10809.84,2055.72,1562.853050
4,879.68,4539.14,817.52,878.355633
8,523.70,1663.82,263.33,522.302310
16,341.74,654.81,81.92,340.139671
32,238.02,392.97,42.36,234.899755
64,226.41,302.54,34.08,221.436541
120,211.11,249.12,19.30,207.884561
